date,store_nbr,family,predicted_sales
2017-08-17,16,BREAD/BAKERY,119.54093769459634
2017-08-17,16,CELEBRATION,5.13176882320613
2017-08-17,16,CLEANING,1049.5017681966642
2017-08-17,16,DAIRY,192.8593280042747
2017-08-17,16,DELI,140.63259782251814
2017-08-17,16,EGGS,111.74320069827401
2017-08-17,16,FROZEN FOODS,24.81742791411314
2017-08-17,16,GROCERY I,1462.287916043668
2017-08-17,16,GROCERY II,3.607830788288671
2017-08-17,16,HARDWARE,-0.20626361812593144
2017-08-17,16,HOME AND KITCHEN I,4.911041757981157
2017-08-17,16,HOME AND KITCHEN II,7.860550404564787
2017-08-17,16,HOME APPLIANCES,-0.20626361812593144
2017-08-17,16,HOME CARE,136.33905102005616
2017-08-17,16,LADIESWEAR,-0.20626361812593144
2017-08-17,16,LAWN AND GARDEN,-0.20626361812593144
2017-08-17,16,LINGERIE,1.2581157182136236
2017-08-17,16,"LIQUOR,WINE,BEER",22.008882659412215
2017-08-17,16,MAGAZINES,0.1298331549999135
2017-08-17,16,MEATS,47.444923707298074
2017-08-17,16,PERSONAL CARE,125.60653823403322
2017-08-17,16,PET SUPPLIES,0.06607401707563815
2017-08-17,16,PLAYERS AND ELECTRONICS,0.6045655062134125
2017-08-17,16,POULTRY,57.3855952655929
2017-08-17,16,PREPARED FOODS,26.004351862555296
2017-08-17,16,PRODUCE,348.915982109778
2017-08-17,16,SCHOOL AND OFFICE SUPPLIES,-0.20626361812593144
2017-08-17,16,SEAFOOD,-0.1165659378051638
2017-08-18,16,AUTOMOTIVE,1.1417506893727862
2017-08-18,16,BABY CARE,0.08298895256752324
2017-08-18,16,BEAUTY,0.1809949574853039
2017-08-18,16,BEVERAGES,1349.9486030254977
2017-08-18,16,BOOKS,-0.00670872775324416
2017-08-18,16,BREAD/BAKERY,120.62465095689988
2017-08-18,16,CELEBRATION,3.11223857949252
2017-08-18,16,CLEANING,687.0153623293721
2017-08-18,16,DAIRY,201.14865025772409
2017-08-18,16,DELI,150.3206801471943
2017-08-18,16,EGGS,91.003625120348
2017-08-18,16,FROZEN FOODS,41.790264780072
2017-08-18,16,GROCERY I,1640.6280347038662
2017-08-18,16,GROCERY II,6.621634533326566
2017-08-18,16,HARDWARE,-0.053837737336402465
2017-08-18,16,HOME AND KITCHEN I,11.047845552073586
2017-08-18,16,HOME AND KITCHEN II,8.49028504522819
2017-08-18,16,HOME APPLIANCES,-0.053837737336402465
2017-08-18,16,HOME CARE,143.58413417825363
2017-08-18,16,LADIESWEAR,-0.053837737336402465
2017-08-18,16,LAWN AND GARDEN,-0.053837737336402465
2017-08-18,16,LINGERIE,0.6186983152085638
2017-08-18,16,"LIQUOR,WINE,BEER",51.57113181526346
2017-08-18,16,MAGAZINES,1.0946216797896282
2017-08-18,16,MEATS,50.99394585802893
2017-08-18,16,PERSONAL CARE,113.76714566942924
2017-08-18,16,PET SUPPLIES,0.5842241303935769
2017-08-18,16,PLAYERS AND ELECTRONICS,0.5842241303935769
2017-08-18,16,POULTRY,83.68116634825648
2017-08-18,16,PREPARED FOODS,28.425438503129108
2017-08-18,16,PRODUCE,404.6853740663127
2017-08-18,16,SCHOOL AND OFFICE SUPPLIES,-0.053837737336402465
2017-08-18,16,SEAFOOD,-0.053837737336402465
2017-08-19,16,AUTOMOTIVE,3.467167514575815
2017-08-19,16,BABY CARE,0.38838965489369565
2017-08-19,16,BEAUTY,2.0904212691822357
2017-08-19,16,BEVERAGES,1328.4527268481163
2017-08-19,16,BOOKS,0.10241074862002884
2017-08-19,16,BREAD/BAKERY,153.46882124963642
2017-08-19,16,CELEBRATION,6.32075153418699
2017-08-19,16,CLEANING,722.6270000221609
2017-08-19,16,DAIRY,248.74437861141465
2017-08-19,16,DELI,157.17707670628005
2017-08-19,16,EGGS,110.36276426103362
2017-08-19,16,FROZEN FOODS,66.71626869362971
2017-08-19,16,GROCERY I,1883.7907437484569
2017-08-19,16,GROCERY II,2.765183781766764
2017-08-19,16,HARDWARE,0.05528173903687055
2017-08-19,16,HOME AND KITCHEN I,17.814878216296226
2017-08-19,16,HOME AND KITCHEN II,12.996602099767816
2017-08-19,16,HOME APPLIANCES,0.05528173903687055
2017-08-19,16,HOME CARE,161.36052068129098
2017-08-19,16,LADIESWEAR,0.05528173903687055
2017-08-19,16,LAWN AND GARDEN,0.05528173903687055
2017-08-19,16,LINGERIE,2.5407850064875857
2017-08-19,16,"LIQUOR,WINE,BEER",68.27498782002358
2017-08-19,16,MAGAZINES,1.3023452276540355
2017-08-19,16,MEATS,41.83937576395397
2017-08-19,16,PERSONAL CARE,141.8821672910368
2017-08-19,16,PET SUPPLIES,1.060424112134246
2017-08-19,16,PLAYERS AND ELECTRONICS,1.633966756952639
2017-08-19,16,POULTRY,70.54308574453059
2017-08-19,16,PREPARED FOODS,26.62315356024556
2017-08-19,16,PRODUCE,497.8476166487608
2017-08-19,16,SCHOOL AND OFFICE SUPPLIES,0.05528173903687055
2017-08-19,16,SEAFOOD,0.05528173903687055
2017-08-20,16,AUTOMOTIVE,5.348870167904258
2017-08-20,16,BABY CARE,0.7238992968562988
2017-08-20,16,BEAUTY,1.8611930490576372
2017-08-20,16,BEVERAGES,1770.5230280670671
2017-08-20,16,BOOKS,0.22363619799421855
2017-08-20,16,BREAD/BAKERY,206.6942192872554
2017-08-20,16,CELEBRATION,5.688669690206541
2017-08-20,16,CLEANING,893.7968075972979
2017-08-20,16,DAIRY,309.9023538514276
2017-08-20,16,DELI,213.3425889944049
2017-08-20,16,EGGS,141.10381192273226
2017-08-20,16,FROZEN FOODS,45.55424253653257
2017-08-20,16,GROCERY I,2207.069681736444
2017-08-20,16,GROCERY II,3.3147495355007797
2017-08-20,16,HARDWARE,0.34126064531053746
2017-08-20,16,HOME AND KITCHEN I,14.546108573758325
2017-08-20,16,HOME AND KITCHEN II,17.650871209802414
2017-08-20,16,HOME APPLIANCES,0.17650718841106042
2017-08-20,16,HOME CARE,217.74427619776117
2017-08-20,16,LADIESWEAR,0.17650718841106042
2017-08-20,16,LAWN AND GARDEN,0.17650718841106042
2017-08-20,16,LINGERIE,3.2255707491642944
2017-08-20,16,"LIQUOR,WINE,BEER",35.37959927616701
2017-08-20,16,MAGAZINES,0.6728821746091402
2017-08-20,16,MEATS,60.633913343890086
2017-08-20,16,PERSONAL CARE,177.92766247425035
2017-08-20,16,PET SUPPLIES,0.17650718841106042
2017-08-20,16,PLAYERS AND ELECTRONICS,3.0158325549009373
2017-08-20,16,POULTRY,72.50171010289067
2017-08-20,16,PREPARED FOODS,40.88521317500769
2017-08-20,16,PRODUCE,613.0690782264595
2017-08-20,16,SCHOOL AND OFFICE SUPPLIES,0.17650718841106042
2017-08-20,16,SEAFOOD,3.074380554475277
2017-08-21,16,AUTOMOTIVE,2.198749053580683
2017-08-21,16,BABY CARE,-0.43586949610503295
2017-08-21,16,BEAUTY,-0.20242465224677156
2017-08-21,16,BEVERAGES,1210.0680703382293
2017-08-21,16,BOOKS,-0.43586949610503295
2017-08-21,16,BREAD/BAKERY,156.85130885548443
2017-08-21,16,CELEBRATION,1.2876590105850352
2017-08-21,16,CLEANING,840.7104075801957
2017-08-21,16,DAIRY,235.92003419422247
2017-08-21,16,DELI,156.91722766939986
2017-08-21,16,EGGS,341.0778354082364
2017-08-21,16,FROZEN FOODS,20.857056799419126
2017-08-21,16,GROCERY I,1681.666936752262
2017-08-21,16,GROCERY II,2.7157672150916143
2017-08-21,16,HARDWARE,-0.482998505688191
2017-08-21,16,HOME AND KITCHEN I,9.643705847933028
2017-08-21,16,HOME AND KITCHEN II,10.318358353422083
2017-08-21,16,HOME APPLIANCES,-0.482998505688191
2017-08-21,16,HOME CARE,159.55738576295244
2017-08-21,16,LADIESWEAR,-0.482998505688191
2017-08-21,16,LAWN AND GARDEN,-0.482998505688191
2017-08-21,16,LINGERIE,-0.00553561592877345
2017-08-21,16,"LIQUOR,WINE,BEER",17.05778193287839
2017-08-21,16,MAGAZINES,0.06252816958948154
2017-08-21,16,MEATS,50.04939773221476
2017-08-21,16,PERSONAL CARE,127.51884377538157
2017-08-21,16,PET SUPPLIES,-0.1625457604655249
2017-08-21,16,PLAYERS AND ELECTRONICS,0.7112394133043063
2017-08-21,16,POULTRY,54.505511725162606
2017-08-21,16,PREPARED FOODS,43.461926074774496
2017-08-21,16,PRODUCE,496.5326414868474
2017-08-21,16,SCHOOL AND OFFICE SUPPLIES,-0.482998505688191
2017-08-21,16,SEAFOOD,-0.2246618630250773
2017-08-22,16,AUTOMOTIVE,1.5787427514072199
2017-08-22,16,BABY CARE,-0.2610869623567169
2017-08-22,16,BEAUTY,-0.1973278244324417
2017-08-22,16,BEVERAGES,1207.4266736837362
2017-08-22,16,BOOKS,-0.2610869623567169
2017-08-22,16,BREAD/BAKERY,161.037265765364
2017-08-22,16,CELEBRATION,0.4859830240583518
2017-08-22,16,CLEANING,840.3019757773739
2017-08-22,16,DAIRY,216.87433914510308
2017-08-22,16,DELI,152.8825478214628
2017-08-22,16,EGGS,161.37485803771554
2017-08-22,16,FROZEN FOODS,23.201283846423486
2017-08-22,16,GROCERY I,1600.9841615394594
2017-08-22,16,GROCERY II,1.754187628062746
2017-08-22,16,HARDWARE,-0.30821597193987516
2017-08-22,16,HOME AND KITCHEN I,7.758598050750855
2017-08-22,16,HOME AND KITCHEN II,9.51988537795338
2017-08-22,16,HOME APPLIANCES,-0.30821597193987516
2017-08-22,16,HOME CARE,135.29226372529163
2017-08-22,16,LADIESWEAR,-0.30821597193987516
2017-08-22,16,LAWN AND GARDEN,-0.30821597193987516
2017-08-22,16,LINGERIE,1.380244629030627
2017-08-22,16,"LIQUOR,WINE,BEER",8.988163156541841
2017-08-22,16,MAGAZINES,0.053819343582462924
2017-08-22,16,MEATS,57.32838690365847
2017-08-22,16,PERSONAL CARE,119.95120544880277
2017-08-22,16,PET SUPPLIES,-0.30821597193987516
2017-08-22,16,PLAYERS AND ELECTRONICS,0.20704884400602352
2017-08-22,16,POULTRY,55.739208613236116
2017-08-22,16,PREPARED FOODS,36.699113547104716
2017-08-22,16,PRODUCE,760.7848619122415
2017-08-22,16,SCHOOL AND OFFICE SUPPLIES,-0.30821597193987516
2017-08-22,16,SEAFOOD,0.18111030160953148
2017-08-23,16,AUTOMOTIVE,0.41572077684895264
2017-08-23,16,BABY CARE,-0.2610869623567169
2017-08-23,16,BEAUTY,-0.2610869623567169
2017-08-23,16,BEVERAGES,1066.2206651164354
2017-08-23,16,BOOKS,-0.2610869623567169
2017-08-23,16,BREAD/BAKERY,140.7589723631465
2017-08-23,16,CELEBRATION,0.4415278594817277
2017-08-23,16,CLEANING,687.3649039323557
2017-08-23,16,DAIRY,216.1236082376486
2017-08-23,16,DELI,141.89424210624279
2017-08-23,16,EGGS,120.51957087714273
2017-08-23,16,FROZEN FOODS,25.103646700592414
2017-08-23,16,GROCERY I,1441.8909762566936
2017-08-23,16,GROCERY II,0.9070577608440319
2017-08-23,16,HARDWARE,-0.30821597193987516
2017-08-23,16,HOME AND KITCHEN I,7.758397526820158
2017-08-23,16,HOME AND KITCHEN II,7.758598050750855
2017-08-23,16,HOME APPLIANCES,-0.30821597193987516
2017-08-23,16,HOME CARE,139.55014610941743
2017-08-23,16,LADIESWEAR,-0.30821597193987516
2017-08-23,16,LAWN AND GARDEN,-0.30821597193987516
2017-08-23,16,LINGERIE,0.2708079819302991
2017-08-23,16,"LIQUOR,WINE,BEER",10.719371765521954
2017-08-23,16,MAGAZINES,-0.21851829161910755
2017-08-23,16,MEATS,57.619633691600505
2017-08-23,16,PERSONAL CARE,125.83357016948796
2017-08-23,16,PET SUPPLIES,-0.30821597193987516
2017-08-23,16,PLAYERS AND ELECTRONICS,0.24152302882101112
2017-08-23,16,POULTRY,55.739208613236116
2017-08-23,16,PREPARED FOODS,30.87006777906634
2017-08-23,16,PRODUCE,409.0689982323735
2017-08-23,16,SCHOOL AND OFFICE SUPPLIES,-0.30821597193987516
2017-08-23,16,SEAFOOD,0.053819343582462924
2017-08-24,16,AUTOMOTIVE,0.20290070697956378
2017-08-24,16,BABY CARE,0.11320302665879657
2017-08-24,16,BEAUTY,-0.15913460854277325
2017-08-24,16,BEVERAGES,1204.7309862226814
2017-08-24,16,BOOKS,-0.15913460854277325
2017-08-24,16,BREAD/BAKERY,119.77872087692167
2017-08-24,16,CELEBRATION,1.8204100998598192
2017-08-24,16,CLEANING,626.6415485472364
2017-08-24,16,DAIRY,175.36234159409412
2017-08-24,16,DELI,140.725208243672
2017-08-24,16,EGGS,118.23166408972905
2017-08-24,16,FROZEN FOODS,25.388889136194713
2017-08-24,16,GROCERY I,1218.5544269932873
2017-08-24,16,GROCERY II,1.4269638088775112
2017-08-24,16,HARDWARE,-0.20626361812593144
2017-08-24,16,HOME AND KITCHEN I,3.413575741493492
2017-08-24,16,HOME AND KITCHEN II,5.225724316004748
2017-08-24,16,HOME APPLIANCES,-0.20626361812593144
2017-08-24,16,HOME CARE,136.82614034576187
2017-08-24,16,LADIESWEAR,-0.20626361812593144
2017-08-24,16,LAWN AND GARDEN,-0.20626361812593144
2017-08-24,16,LINGERIE,0.34347538263495386
2017-08-24,16,"LIQUOR,WINE,BEER",15.37694423276816
2017-08-24,16,MAGAZINES,0.06607401707563815
2017-08-24,16,MEATS,52.08645722530643
2017-08-24,16,PERSONAL CARE,122.5333931179382
2017-08-24,16,PET SUPPLIES,0.06607401707563815
2017-08-24,16,PLAYERS AND ELECTRONICS,0.34347538263495386
2017-08-24,16,POULTRY,51.161999718402996
2017-08-24,16,PREPARED FOODS,27.53284733543891
2017-08-24,16,PRODUCE,315.82906747855634
2017-08-24,16,SCHOOL AND OFFICE SUPPLIES,-0.20626361812593144
2017-08-24,16,SEAFOOD,-0.1165659378051638
2017-08-25,16,AUTOMOTIVE,0.5166699933204681
2017-08-25,16,BABY CARE,0.32896630808191946
2017-08-25,16,BEAUTY,0.239268627761152
2017-08-25,16,BEVERAGES,984.598224281487
2017-08-25,16,BOOKS,-0.15586605922449784
2017-08-25,16,BREAD/BAKERY,123.62551106085108
2017-08-25,16,CELEBRATION,1.507430181992742
2017-08-25,16,CLEANING,615.0315269715408
2017-08-25,16,DAIRY,186.52512014347823
2017-08-25,16,DELI,146.5068536469642
2017-08-25,16,EGGS,107.10047922849104
2017-08-25,16,FROZEN FOODS,39.237842037281766
2017-08-25,16,GROCERY I,1645.970034121241
2017-08-25,16,GROCERY II,2.7913198743577143
2017-08-25,16,HARDWARE,-0.20299506880765625
2017-08-25,16,HOME AND KITCHEN I,8.489049350358838
2017-08-25,16,HOME AND KITCHEN II,5.460554572142951
2017-08-25,16,HOME APPLIANCES,-0.20299506880765625
2017-08-25,16,HOME CARE,153.3438331953094
2017-08-25,16,LADIESWEAR,-0.20299506880765625
2017-08-25,16,LAWN AND GARDEN,-0.20299506880765625
2017-08-25,16,LINGERIE,0.2818372984987615
2017-08-25,16,"LIQUOR,WINE,BEER",40.83180483238655
2017-08-25,16,MAGAZINES,0.4695409837373102
2017-08-25,16,MEATS,50.84478852655768
2017-08-25,16,PERSONAL CARE,118.613549712149
2017-08-25,16,PET SUPPLIES,0.34559643642303706
2017-08-25,16,PLAYERS AND ELECTRONICS,0.34559643642303706
2017-08-25,16,POULTRY,70.99454456395134
2017-08-25,16,PREPARED FOODS,28.27628117165785
2017-08-25,16,PRODUCE,375.5213539313271
2017-08-25,16,SCHOOL AND OFFICE SUPPLIES,-0.20299506880765625
2017-08-25,16,SEAFOOD,-0.20299506880765625
2017-08-26,16,AUTOMOTIVE,2.160164305672609
2017-08-26,16,BABY CARE,0.5747419653850452
2017-08-26,16,BEAUTY,1.4192172737275668
2017-08-26,16,BEVERAGES,1257.030138174306
2017-08-26,16,BOOKS,0.45351651601085485
2017-08-26,16,BREAD/BAKERY,143.71304617892432
2017-08-26,16,CELEBRATION,4.448341969623723
2017-08-26,16,CLEANING,680.2427375155848
2017-08-26,16,DAIRY,244.63771443292612
2017-08-26,16,DELI,153.8666856410075
2017-08-26,16,EGGS,124.88845744116344
2017-08-26,16,FROZEN FOODS,56.43999445042834
2017-08-26,16,GROCERY I,1768.8591214257083
2017-08-26,16,GROCERY II,2.722246368203168
2017-08-26,16,HARDWARE,0.4063875064276964
2017-08-26,16,HOME AND KITCHEN I,17.047694828205888
2017-08-26,16,HOME AND KITCHEN II,8.566411528612171
2017-08-26,16,HOME APPLIANCES,0.4063875064276964
2017-08-26,16,HOME CARE,167.02515950525654
2017-08-26,16,LADIESWEAR,0.4063875064276964
2017-08-26,16,LAWN AND GARDEN,0.4063875064276964
2017-08-26,16,LINGERIE,2.1130352960894507
2017-08-26,16,"LIQUOR,WINE,BEER",57.009970873103185
2017-08-26,16,MAGAZINES,0.6923664127013637
2017-08-26,16,MEATS,42.89705811001267
2017-08-26,16,PERSONAL CARE,147.67985693541522
2017-08-26,16,PET SUPPLIES,0.5276129558018869
2017-08-26,16,PLAYERS AND ELECTRONICS,1.1531878961827817
2017-08-26,16,POULTRY,66.57554698383377
2017-08-26,16,PREPARED FOODS,27.37403353426944
2017-08-26,16,PRODUCE,464.14290664106227
2017-08-26,16,SCHOOL AND OFFICE SUPPLIES,0.4063875064276964
2017-08-26,16,SEAFOOD,0.4063875064276964
2017-08-27,16,AUTOMOTIVE,4.071650110444794
2017-08-27,16,BABY CARE,0.5747419653850452
2017-08-27,16,BEAUTY,1.035563448866463
2017-08-27,16,BEVERAGES,1527.7987029542362
2017-08-27,16,BOOKS,0.5747419653850452
2017-08-27,16,BREAD/BAKERY,210.79278055542468
2017-08-27,16,CELEBRATION,5.148784078337573
2017-08-27,16,CLEANING,727.0983386210324
2017-08-27,16,DAIRY,287.8250580820953
2017-08-27,16,DELI,207.8280948429375
2017-08-27,16,EGGS,162.34412506874983
2017-08-27,16,FROZEN FOODS,47.95969771766487
2017-08-27,16,GROCERY I,2066.6705711751333
2017-08-27,16,GROCERY II,3.1059001930642722
2017-08-27,16,HARDWARE,0.5276129558018869
2017-08-27,16,HOME AND KITCHEN I,15.637524014718931
2017-08-27,16,HOME AND KITCHEN II,17.047694828205888
2017-08-27,16,HOME APPLIANCES,0.5276129558018869
2017-08-27,16,HOME CARE,218.30780219445984
2017-08-27,16,LADIESWEAR,0.5276129558018869
2017-08-27,16,LAWN AND GARDEN,0.5276129558018869
2017-08-27,16,LINGERIE,2.866675223429683
2017-08-27,16,"LIQUOR,WINE,BEER",46.024399914145285
2017-08-27,16,MAGAZINES,0.5276129558018869
2017-08-27,16,MEATS,56.167809387589905
2017-08-27,16,PERSONAL CARE,177.61554941612445
2017-08-27,16,PET SUPPLIES,0.5276129558018869
2017-08-27,16,PLAYERS AND ELECTRONICS,2.1130352960894507
2017-08-27,16,POULTRY,67.78042296552458
2017-08-27,16,PREPARED FOODS,40.73605584353644
2017-08-27,16,PRODUCE,594.6175678831291
2017-08-27,16,SCHOOL AND OFFICE SUPPLIES,0.5276129558018869
2017-08-27,16,SEAFOOD,2.225756457426427
2017-08-28,16,AUTOMOTIVE,1.1059500681011931
2017-08-28,16,BABY CARE,-0.5850268275762865
2017-08-28,16,BEAUTY,-0.5850268275762865
2017-08-28,16,BEVERAGES,1132.3029097795966
2017-08-28,16,BOOKS,-0.5850268275762865
2017-08-28,16,BREAD/BAKERY,155.2067246627552
2017-08-28,16,CELEBRATION,0.779549639919825
2017-08-28,16,CLEANING,679.7202369385249
2017-08-28,16,DAIRY,234.83327971773735
2017-08-28,16,DELI,154.3171990108241
2017-08-28,16,EGGS,273.9104812936085
2017-08-28,16,FROZEN FOODS,24.083664865548492
2017-08-28,16,GROCERY I,1584.222418347248
2017-08-28,16,GROCERY II,0.49043947446355085
2017-08-28,16,HARDWARE,-0.6321558371594447
2017-08-28,16,HOME AND KITCHEN I,9.563521522500912
2017-08-28,16,HOME AND KITCHEN II,11.918615737822096
2017-08-28,16,HOME APPLIANCES,-0.6321558371594447
2017-08-28,16,HOME CARE,153.8126054075572
2017-08-28,16,LADIESWEAR,-0.6321558371594447
2017-08-28,16,LAWN AND GARDEN,-0.6321558371594447
2017-08-28,16,LINGERIE,-0.37381919449633105
2017-08-28,16,"LIQUOR,WINE,BEER",18.06718865904034
2017-08-28,16,MAGAZINES,-0.3492704521388653
2017-08-28,16,MEATS,49.991374467036096
2017-08-28,16,PERSONAL CARE,126.12984969115902
2017-08-28,16,PET SUPPLIES,-0.44445215192089654
2017-08-28,16,PLAYERS AND ELECTRONICS,-0.17958474620487955
2017-08-28,16,POULTRY,55.595904214731306
2017-08-28,16,PREPARED FOODS,39.34190607371662
2017-08-28,16,PRODUCE,468.79952107976794
2017-08-28,16,SCHOOL AND OFFICE SUPPLIES,-0.6321558371594447
2017-08-28,16,SEAFOOD,-0.4624701312254589
2017-08-29,16,AUTOMOTIVE,0.2927242073564762
2017-08-29,16,BABY CARE,-0.41024429382797084
2017-08-29,16,BEAUTY,-0.41024429382797084
2017-08-29,16,BEVERAGES,1093.6175928027021
2017-08-29,16,BOOKS,-0.41024429382797084
2017-08-29,16,BREAD/BAKERY,163.5495031320182
2017-08-29,16,CELEBRATION,0.13949470693291557
2017-08-29,16,CLEANING,1001.9371761880025
2017-08-29,16,DAIRY,225.84334204092116
2017-08-29,16,DELI,166.9402962321005
2017-08-29,16,EGGS,163.92009364765264
2017-08-29,16,FROZEN FOODS,20.84673554711693
2017-08-29,16,GROCERY I,1623.0014194010346
2017-08-29,16,GROCERY II,0.27508197314455
2017-08-29,16,HARDWARE,-0.4573733034111289
2017-08-29,16,HOME AND KITCHEN I,5.580494654100168
2017-08-29,16,HOME AND KITCHEN II,8.76504854703221
2017-08-29,16,HOME APPLIANCES,-0.4573733034111289
2017-08-29,16,HOME CARE,160.3533809949399
2017-08-29,16,LADIESWEAR,-0.4573733034111289
2017-08-29,16,LAWN AND GARDEN,-0.4573733034111289
2017-08-29,16,LINGERIE,0.002314337682987528
2017-08-29,16,"LIQUOR,WINE,BEER",8.839005825070588
2017-08-29,16,MAGAZINES,-0.18503566820955838
2017-08-29,16,MEATS,52.64482634464347
2017-08-29,16,PERSONAL CARE,125.70115135089598
2017-08-29,16,PET SUPPLIES,-0.4573733034111289
2017-08-29,16,PLAYERS AND ELECTRONICS,-0.1212765302852829
2017-08-29,16,POULTRY,53.50744583008405
2017-08-29,16,PREPARED FOODS,39.05608395451522
2017-08-29,16,PRODUCE,690.9448720639703
2017-08-29,16,SCHOOL AND OFFICE SUPPLIES,-0.4573733034111289
2017-08-29,16,SEAFOOD,-0.1212765302852829
2017-08-30,16,AUTOMOTIVE,-0.04820897830563265
2017-08-30,16,BABY CARE,-0.41024429382797084
2017-08-30,16,BEAUTY,-0.41024429382797084
2017-08-30,16,BEVERAGES,1117.9943864082304
2017-08-30,16,BOOKS,-0.41024429382797084
2017-08-30,16,BREAD/BAKERY,148.24983606743498
2017-08-30,16,CELEBRATION,0.01555015961864259
2017-08-30,16,CLEANING,995.7626989903488
2017-08-30,16,DAIRY,212.70630009038516
2017-08-30,16,DELI,150.51011235520184
2017-08-30,16,EGGS,134.50048571158362
2017-08-30,16,FROZEN FOODS,21.523631042068594
2017-08-30,16,GROCERY I,1412.0129424968277
2017-08-30,16,GROCERY II,0.12185247272098941
2017-08-30,16,HARDWARE,-0.4573733034111289
2017-08-30,16,HOME AND KITCHEN I,5.788730602070515
2017-08-30,16,HOME AND KITCHEN II,5.580494654100168
2017-08-30,16,HOME APPLIANCES,-0.4573733034111289
2017-08-30,16,HOME CARE,146.08459944011733
2017-08-30,16,LADIESWEAR,-0.4573733034111289
2017-08-30,16,LAWN AND GARDEN,-0.4573733034111289
2017-08-30,16,LINGERIE,-0.0315788499645156
2017-08-30,16,"LIQUOR,WINE,BEER",7.6094407192796005
2017-08-30,16,MAGAZINES,-0.4573733034111289
2017-08-30,16,MEATS,50.9108900331178
2017-08-30,16,PERSONAL CARE,130.0158753316365
2017-08-30,16,PET SUPPLIES,-0.4573733034111289
2017-08-30,16,PLAYERS AND ELECTRONICS,-0.18503566820955838
2017-08-30,16,POULTRY,55.100877798911526
2017-08-30,16,PREPARED FOODS,28.14165209847446
2017-08-30,16,PRODUCE,479.06063723738475
2017-08-30,16,SCHOOL AND OFFICE SUPPLIES,-0.4573733034111289
2017-08-30,16,SEAFOOD,-0.18503566820955838
2017-08-31,16,AUTOMOTIVE,0.5836788221603881
2017-08-31,16,BABY CARE,0.5836788221603881
2017-08-31,16,BEAUTY,0.31134118695881813
2017-08-31,16,BEVERAGES,1084.3075917686083
2017-08-31,16,BOOKS,0.31134118695881813
2017-08-31,16,BREAD/BAKERY,135.9411732661372
2017-08-31,16,CELEBRATION,1.5358011833378966
2017-08-31,16,CLEANING,1009.5268810113292
2017-08-31,16,DAIRY,193.6263880530798
2017-08-31,16,DELI,147.58843055130578
2017-08-31,16,EGGS,130.3029610320922
2017-08-31,16,FROZEN FOODS,26.042437987701874
2017-08-31,16,GROCERY I,1531.6106506495105
2017-08-31,16,GROCERY II,0.8434379535077792
2017-08-31,16,HARDWARE,0.26421217737565994
2017-08-31,16,HOME AND KITCHEN I,3.2698098778523024
2017-08-31,16,HOME AND KITCHEN II,4.314580914601265
2017-08-31,16,HOME APPLIANCES,0.26421217737565994
2017-08-31,16,HOME CARE,143.68936265339565
2017-08-31,16,LADIESWEAR,0.26421217737565994
2017-08-31,16,LAWN AND GARDEN,0.26421217737565994
2017-08-31,16,LINGERIE,0.5365498125772299
2017-08-31,16,"LIQUOR,WINE,BEER",12.968949642427669
2017-08-31,16,MAGAZINES,0.5365498125772299
2017-08-31,16,MEATS,51.326364763927494
2017-08-31,16,PERSONAL CARE,137.58803693401515
2017-08-31,16,PET SUPPLIES,0.5365498125772299
